SellerG,Suburb,Address,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Greg,Altona North,31 Duosa Rd,3,h,923000,S,11.1,3025,3,1,2,740,,,Hobsons Bay,Western Metropolitan,5132
Raine&Horne,Altona North,252 Millers Rd,4,h,693000,SP,11.1,3025,4,2,4,315,170,2008,Hobsons Bay,Western Metropolitan,5132
Hunter,Altona North,1/156 Chambers Rd,3,h,620000,SP,11.1,3025,5,2,2,276,100,2010,Hobsons Bay,Western Metropolitan,5132
Jas,Altona North,2 Gadsden St,3,h,728500,S,11.1,3025,3,1,1,531,157,1960,Hobsons Bay,Western Metropolitan,5132
hockingstuart,Altona North,24 Hansen St,3,h,931000,S,11.1,3025,3,2,1,590,160,1950,Hobsons Bay,Western Metropolitan,5132
Sweeney,Altona North,4 Prismall St,3,h,988000,S,11.1,3025,3,1,4,715,,2008,Hobsons Bay,Western Metropolitan,5132
Village,Altona North,122 McIntosh Rd,3,h,590000,S,11.1,3025,3,1,2,561,,,Hobsons Bay,Western Metropolitan,5132
RT,Altona North,35 May St,2,h,610000,S,11.1,3025,2,1,2,691,,,Hobsons Bay,Western Metropolitan,5132
hockingstuart,Altona North,6 Hill St,3,h,815000,S,11.1,3025,3,2,3,555,130,1960,Hobsons Bay,Western Metropolitan,5132
Greg,Altona North,84 May St,4,h,970000,S,11.1,3025,4,1,2,708,,,Hobsons Bay,Western Metropolitan,5132
Hunter,Altona North,155 Chambers Rd,4,h,760000,S,11.1,3025,4,1,3,668,,,Hobsons Bay,Western Metropolitan,5132
RT,Altona North,268d Mason St,4,t,847500,S,11.1,3025,4,3,1,252,,,Hobsons Bay,Western Metropolitan,5132
RT,Altona North,5 Cresser St,4,h,1200000,SP,11.1,3025,4,1,4,633,158,1960,Hobsons Bay,Western Metropolitan,5132
Hunter,Altona North,107 McIntosh Rd,3,h,700000,SP,11.1,3025,3,1,1,557,,,Hobsons Bay,Western Metropolitan,5132
Hunter,Altona North,10 Knapp St,3,h,625000,PI,11.1,3025,3,1,1,536,,,Hobsons Bay,Western Metropolitan,5132
Jas,Altona North,4/221 Blackshaws Rd,2,u,292000,S,11.1,3025,2,1,1,153,70,1970,Hobsons Bay,Western Metropolitan,5132
Jellis,Armadale,8/19 Mercer Rd,2,u,599000,S,6.3,3143,2,1,1,0,76,1964,Stonnington,Southern Metropolitan,4836
Noel,Armadale,1/42 Adelaide St,2,u,550000,VB,6.3,3143,2,1,0,861,,,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,14/71 Denbigh Rd,3,u,995000,S,6.3,3143,3,2,2,0,100,1998,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,4/769 High St,3,t,1205000,S,6.3,3143,3,2,2,101,105,2000,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,7 Llaneast St,3,h,1939000,S,6.3,3143,3,2,2,296,150,1889,Stonnington,Southern Metropolitan,4836
Biggin,Armadale,9/55 Northcote Rd,1,u,421500,S,6.3,3143,1,1,0,0,,,Stonnington,Southern Metropolitan,4836
Hodges,Armadale,28 Cambridge St,3,h,1870000,S,6.3,3143,3,1,1,217,116,1888,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,3/16 Fulton St,2,u,678000,S,6.3,3143,2,1,2,0,,,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,3/20 Mercer Rd,3,t,1918000,SP,6.3,3143,3,2,2,0,165,1995,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,1/77 Wattletree Rd,2,u,660000,SP,6.3,3143,2,1,1,0,,,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,12 Willis St,3,h,2050000,S,6.3,3143,3,2,1,205,116,1910,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,8/71 Denbigh Rd,2,u,700000,VB,6.3,3143,2,1,2,0,,,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,11/17 Myamyn St,2,u,3625000,S,6.3,3143,3,2,2,0,,2006,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,526 Orrong Rd,4,h,3000000,VB,6.3,3143,4,2,2,1581,,1934,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,553 Dandenong Rd,5,h,1525000,PI,6.3,3143,8,2,2,693,,,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,9/19 Mercer Rd,3,u,735000,PI,6.3,3143,3,2,1,2113,14,1970,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,6/26 Mercer Rd,2,u,825000,S,6.3,3143,2,1,1,0,,,Stonnington,Southern Metropolitan,4836
RT,Armadale,538a Orrong Rd,3,t,1586000,S,6.3,3143,2,2,2,246,,,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,18/41 Kooyong Rd,2,u,645000,S,6.3,3143,3,1,1,0,,1960,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,10 William St,1,h,1435000,SP,6.3,3143,2,2,1,144,107,1900,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,15/405 Dandenong Rd,1,u,280000,PI,6.3,3143,1,1,1,0,38,1975,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,1/2 Armadale St,1,u,400000,PI,6.3,3143,1,1,1,0,,,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,4/20 Mercer Rd,2,h,1780000,S,6.3,3143,2,2,2,0,,,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,8/58 Sutherland Rd,2,u,592500,S,6.3,3143,2,1,1,0,73,1970,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,40 New St,2,h,1210000,S,6.3,3143,2,1,0,249,96,1910,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,35 Northcote Rd,4,h,2801000,S,6.3,3143,4,2,2,624,222,1900,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,7/53 Wattletree Rd,1,u,390000,S,6.3,3143,1,1,0,881,,,Stonnington,Southern Metropolitan,4836
RT,Armadale,791 High St,3,h,1800000,PI,6.3,3143,3,2,2,405,121,1910,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,25 Llaneast St,4,h,2200000,PI,6.3,3143,4,1,2,495,163,1900,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,8/569 Orrong Rd,1,u,324000,S,6.3,3143,1,1,1,0,,,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,367 Dandenong Rd,6,h,5525000,S,6.3,3143,5,3,4,1491,516,1935,Stonnington,Southern Metropolitan,4836
RT,Armadale,34a Rose St,2,h,1125000,S,6.3,3143,3,1,2,169,,,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,42 Rose St,3,h,2250000,S,6.3,3143,3,3,1,301,,,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,12 Auburn Gr,3,h,2360000,S,6.3,3143,3,2,0,336,,,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,31 Hume St,2,h,1900000,VB,6.3,3143,2,2,0,207,,,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,10/581 Orrong Rd,1,u,440000,SP,6.3,3143,1,1,1,0,53,1970,Stonnington,Southern Metropolitan,4836
Ray,Armadale,7/579 Dandenong Rd,2,u,490000,PI,6.3,3143,2,1,1,0,,1966,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,19 Glassford St,3,h,2365000,S,6.3,3143,3,2,1,316,,,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,14 New St,3,h,1300000,VB,6.3,3143,2,1,2,212,106,1900,Stonnington,Southern Metropolitan,4836
Gary,Armadale,7/501 Orrong Rd,3,u,732000,S,6.3,3143,3,2,2,0,,,Stonnington,Southern Metropolitan,4836
Greg,Armadale,6/51 Armadale St,2,u,704000,SP,6.3,3143,2,1,1,0,74,1969,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,12/41 Kooyong Rd,2,u,620000,VB,6.3,3143,3,1,1,0,98,1970,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,63 Denbigh Rd,3,h,1900000,S,6.3,3143,3,1,2,328,108,1900,Stonnington,Southern Metropolitan,4836
Fletchers,Armadale,13/56 Sutherland Rd,1,u,315000,SP,6.3,3143,1,1,1,0,,,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,7/22 Derby St,1,u,450000,PI,6.3,3143,1,1,1,0,,,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,10/51 Armadale St,2,u,710000,S,6.3,3143,2,1,1,2471,80,1970,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,2/377 Dandenong Rd,2,u,872000,S,6.3,3143,2,1,1,1194,,1953,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,1/14 Denbigh Rd,2,u,598000,S,6.3,3143,2,1,1,0,88,1970,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,75 Sutherland Rd,3,h,1285000,S,6.3,3143,3,1,2,186,80,1920,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,61 Union St,4,h,3660000,S,6.3,3143,4,3,2,421,,,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,1/403 Dandenong Rd,2,u,520000,S,6.3,3143,1,1,1,0,76,1970,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,44 Denbigh Rd,4,h,3625000,S,6.3,3143,4,1,2,709,251,1900,Stonnington,Southern Metropolitan,4836
Kay,Armadale,44 Hampden Rd,4,h,4200000,VB,6.3,3143,4,3,3,563,333,2000,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,3/769 High St,3,t,1101000,S,6.3,3143,3,1,2,103,3,2000,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,4 Mercer Rd,3,h,3512500,S,6.3,3143,3,2,2,617,285,1998,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,17 Kooyong Rd,4,h,2000000,PI,6.3,3143,4,3,4,544,,,Stonnington,Southern Metropolitan,4836
Jellis,Armadale,1/31 Mercer Rd,3,u,869000,S,6.3,3143,2,1,1,0,91,1940,Stonnington,Southern Metropolitan,4836
Marshall,Armadale,16 Llaneast St,5,h,2810000,S,6.3,3143,5,2,2,617,,,Stonnington,Southern Metropolitan,4836
Ray,Armadale,2/532 Orrong Rd,2,u,565000,S,6.3,3143,3,1,1,0,,,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,5/555 Orrong Rd,1,u,567000,S,6.3,3143,1,1,1,0,53,2013,Stonnington,Southern Metropolitan,4836
hockingstuart,Armadale,3/50 Denbigh Rd,2,u,546000,SP,6.3,3143,2,0,0,0,,,Stonnington,Southern Metropolitan,4836
Ray,Armadale,7/844 Malvern Rd,2,u,471500,S,6.3,3143,2,1,1,0,,1980,Stonnington,Southern Metropolitan,4836
Nelson,Ascot Vale,2/43 Roxburgh St,2,u,455000,S,5.9,3032,3,1,2,0,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,30 Rothwell St,3,h,940000,S,5.9,3032,3,1,2,298,108,1920,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,9/5 Rothwell St,2,u,467000,SP,5.9,3032,2,1,1,0,62,1980,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,7 Francis St,3,h,1380000,SP,5.9,3032,3,2,2,277,174,1910,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,2/21 Harold St,2,u,490000,VB,5.9,3032,2,1,1,423,62,1970,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,44 The Parade,4,h,1850000,S,5.9,3032,4,3,1,478,270,1900,Moonee Valley,Western Metropolitan,6567
Woodards,Ascot Vale,97 Walter St,3,h,1284000,S,5.9,3032,3,1,2,623,,1938,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,98 Epsom Rd,3,h,971000,SP,5.9,3032,3,2,2,285,128,1900,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,8 Geddes St,2,h,710000,PI,5.9,3032,2,1,1,214,77,1890,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,75 Maribyrnong Rd,6,h,2425000,PI,5.9,3032,6,3,2,1014,435,1887,Moonee Valley,Western Metropolitan,6567
Maddison,Ascot Vale,119 Roseberry St,2,h,750000,SP,5.9,3032,2,1,1,226,92,1920,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,10 Fenton St,2,h,1053000,S,5.9,3032,2,1,1,269,109,1900,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,10 McCully St,3,h,1377000,S,5.9,3032,3,1,1,417,168,1900,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,120 Epsom Rd,3,h,970000,S,5.9,3032,3,1,2,350,125,1904,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,47 Hurtle St,2,h,940000,S,5.9,3032,2,1,1,330,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,63 Kent St,2,h,751000,PI,5.9,3032,2,1,1,118,79,1890,Moonee Valley,Western Metropolitan,6567
Raine,Ascot Vale,4 The Parade,2,h,950000,SP,5.9,3032,2,1,1,173,102,1900,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,1/17 Epsom Rd,2,u,685000,S,5.9,3032,2,1,2,228,90,1995,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,41 Monash St,3,h,1230000,S,5.9,3032,4,1,2,594,148,1960,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,2/78 Ormond Rd,2,h,636500,S,5.9,3032,2,1,1,0,,,Moonee Valley,Western Metropolitan,6567
Raine,Ascot Vale,83 Roseberry St,3,h,910000,S,5.9,3032,3,1,0,317,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,51 Francis St,2,h,770000,PI,5.9,3032,2,1,1,226,87,1900,Moonee Valley,Western Metropolitan,6567
Walshe,Ascot Vale,33 Dalgety Dr,3,h,960000,S,5.9,3032,3,2,2,229,,2011,Moonee Valley,Western Metropolitan,6567
Raine,Ascot Vale,12 Mirams St,4,h,890000,SP,5.9,3032,4,1,1,300,185,1890,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,2 The Parade,2,h,965000,S,5.9,3032,2,1,1,170,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,78 The Parade,3,h,1440000,S,5.9,3032,3,1,1,487,131,1900,Moonee Valley,Western Metropolitan,6567
Woodards,Ascot Vale,11 Ascot St,2,h,955000,S,5.9,3032,2,1,0,255,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,24/54 Epsom Rd,2,u,450000,VB,5.9,3032,2,1,1,0,,2010,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,2 Farncomb St,3,h,801000,S,5.9,3032,3,1,2,431,,1950,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,26 Newsom St,3,h,1000000,PI,5.9,3032,3,2,2,440,120,1955,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,8 Pentland St,3,h,1435000,S,5.9,3032,3,2,2,532,147,1950,Moonee Valley,Western Metropolitan,6567
Alexkarbon,Ascot Vale,8/129 The Parade,1,u,390000,S,5.9,3032,1,1,1,0,58,1972,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,52 Monash St,3,h,1425000,PI,5.9,3032,3,2,2,495,139,1920,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,58 Fenton St,4,h,1340000,S,5.9,3032,3,2,2,683,232,1978,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,70 Munro St,3,h,955000,S,5.9,3032,3,1,1,263,117,1910,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,125 Epsom Rd,4,h,1100000,VB,5.9,3032,4,2,5,559,195,1920,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,33 Hockey La,3,h,1255000,S,5.9,3032,3,2,2,308,,,Moonee Valley,Western Metropolitan,6567
Biggin,Ascot Vale,3/28 Ormond Rd,2,u,432000,S,5.9,3032,2,1,1,0,62,1978,Moonee Valley,Western Metropolitan,6567
Raine,Ascot Vale,7 Angler Pde,4,h,1640000,S,5.9,3032,4,3,2,562,204,1890,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,26 Ayr St,6,h,1430000,S,5.9,3032,4,2,1,461,286,1900,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,2/127 Epsom Rd,2,u,610000,SP,5.9,3032,2,1,1,301,104,1995,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,57 The Parade,3,h,940000,S,5.9,3032,3,3,1,491,127,1950,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,62 Mirams St,3,h,890000,SP,5.9,3032,3,1,1,242,110,1920,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,67 Hurtle St,3,h,1180000,SP,5.9,3032,3,2,2,617,149,1930,Moonee Valley,Western Metropolitan,6567
Raine,Ascot Vale,95 Walter St,4,h,1480000,S,5.9,3032,4,2,2,597,180,1939,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,15 Bayview Tce,2,h,1150000,S,5.9,3032,2,1,1,387,,,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,57 Monash St,3,h,1350000,S,5.9,3032,3,1,3,575,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,54 South St,5,h,1905000,S,5.9,3032,5,2,2,521,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,3/8 Walter St,2,t,865000,SP,5.9,3032,2,2,1,146,132,2015,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,2/225 Maribyrnong Rd,2,t,705000,S,5.9,3032,2,2,1,113,,1998,Moonee Valley,Western Metropolitan,6567
Alexkarbon,Ascot Vale,12/9 Milton St,2,u,442000,S,5.9,3032,2,1,1,0,62,1975,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,107/8 Burrowes St,2,u,540000,S,5.9,3032,2,2,1,0,,,Moonee Valley,Western Metropolitan,6567
Alexkarbon,Ascot Vale,21A Geddes St,3,h,1037500,S,5.9,3032,3,1,2,506,110,1920,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,1/20 Newsom St,3,t,1050000,S,5.9,3032,3,2,2,318,160,2013,Moonee Valley,Western Metropolitan,6567
McDonald,Ascot Vale,4/27 Roseberry St,2,u,440000,S,5.9,3032,2,1,1,0,65,1970,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,126 The Parade,2,h,1010000,S,5.9,3032,2,1,1,325,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,43 Bloomfield Rd,4,h,1430000,S,5.9,3032,4,2,0,418,158,1900,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,6/17 Geddes St,2,u,570000,VB,5.9,3032,2,1,1,0,,,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,1/60 The Parade,2,u,690000,S,5.9,3032,2,1,1,0,,,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,45 Bloomfield Rd,3,h,1291000,S,5.9,3032,3,1,2,414,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,21 Middle St,3,h,1130000,S,5.9,3032,3,2,1,272,157,1900,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,78 Francis St,3,h,1135000,S,5.9,3032,3,1,1,296,104,1910,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,25 Geddes St,4,h,950000,PI,5.9,3032,4,2,1,298,147,1920,Moonee Valley,Western Metropolitan,6567
Weda,Ascot Vale,106/246 Union Rd,3,u,790000,PI,5.9,3032,3,2,1,0,148,,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,18/54 Epsom Rd,2,u,390000,PI,5.9,3032,2,1,1,1957,69,2012,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,15 Mirams St,4,h,1345000,S,5.9,3032,4,1,1,552,155,1920,Moonee Valley,Western Metropolitan,6567
Barry,Ascot Vale,44 Walter St,3,h,1381500,S,5.9,3032,3,2,2,416,168,1900,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,25 Dalgety Dr,3,h,940000,S,5.9,3032,3,2,2,285,172,2011,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,7 Dalgety Dr,3,h,995000,S,5.9,3032,3,2,1,314,177,2010,Moonee Valley,Western Metropolitan,6567
Frank,Ascot Vale,37 Epsom Rd,3,h,1050000,SP,5.9,3032,3,1,3,536,,,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,6 Waller Ct,3,h,786000,S,5.9,3032,3,2,1,576,120,1940,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,17 Ascot St,2,h,705000,PI,5.9,3032,2,1,3,252,108,1910,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,73 Kent St,2,h,760000,PI,5.9,3032,2,1,1,124,77,1900,Moonee Valley,Western Metropolitan,6567
Hodges,Ascot Vale,9/129 The Parade,3,u,487500,S,5.9,3032,3,1,3,0,,1972,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,1 East St,3,t,1000000,S,5.9,3032,3,2,2,200,144,2003,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,32 Geddes St,4,h,1110000,PI,5.9,3032,4,2,1,349,,1920,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,30 Mirams St,4,h,1300000,PI,5.9,3032,4,1,4,664,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,43 Mirams St,3,h,1060000,PI,5.9,3032,3,1,1,555,,,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,45 Mirams St,3,h,1410000,PI,5.9,3032,3,2,2,459,,,Moonee Valley,Western Metropolitan,6567
Barry,Ascot Vale,1 Bloomfield Rd,3,h,1305000,S,5.9,3032,2,1,1,278,166,1900,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,26 Milton St,3,h,932500,S,5.9,3032,3,2,1,254,,,Moonee Valley,Western Metropolitan,6567
Alexkarbon,Ascot Vale,10 Ayr St,3,h,965000,S,5.9,3032,3,1,0,216,,,Moonee Valley,Western Metropolitan,6567
Stockdale,Ascot Vale,58 Bloomfield Rd,3,h,1215000,S,5.9,3032,3,1,1,452,175,1960,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,1/91 Epsom Rd,2,u,545000,S,5.9,3032,2,1,2,194,71,1900,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,5 Doncaster St,4,h,1705000,S,5.9,3032,4,2,4,598,273,2012,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,6 McCully St,3,h,970000,S,5.9,3032,2,1,1,194,,,Moonee Valley,Western Metropolitan,6567
Barry,Ascot Vale,75 Munro St,2,h,925000,S,5.9,3032,2,1,1,407,,,Moonee Valley,Western Metropolitan,6567
Marshall,Ashburton,61 Dent St,4,h,2650000,S,11,3147,4,3,2,753,399,2015,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,69 Albion Rd,3,h,1670000,S,11,3147,3,2,2,599,220,1930,Boroondara,Southern Metropolitan,3052
Buxton,Ashburton,1/17 Ashburn Gr,3,t,955000,S,11,3147,3,2,2,203,,,Boroondara,Southern Metropolitan,3052
Fletchers,Ashburton,3/39 Solway St,3,t,2050000,S,11,3147,3,3,4,310,315,2014,Boroondara,Southern Metropolitan,3052
Fletchers,Ashburton,101/218 High St,2,u,500000,VB,11,3147,2,1,1,710,,2010,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,51 Victory Bvd,2,h,1575000,S,11,3147,2,1,2,679,,,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,3 Dunlop St,3,h,1555000,S,11,3147,3,2,2,731,149,1935,Boroondara,Southern Metropolitan,3052
Marshall,Ashburton,16a Nicholas St,3,h,1100000,PI,11,3147,3,3,2,276,178,2004,Boroondara,Southern Metropolitan,3052
Buxton,Ashburton,5 Nicholas St,3,h,1337000,S,11,3147,3,1,2,583,112,1950,Boroondara,Southern Metropolitan,3052
hockingstuart,Ashburton,115 Ashburn Gr,8,h,2950000,S,11,3147,9,7,4,1472,618,2009,Boroondara,Southern Metropolitan,3052
Marshall,Ashburton,33 Eleanor St,4,h,2215000,SP,11,3147,4,2,1,681,,1940,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,1/1 Nairn St,3,h,1518000,S,11,3147,3,2,2,516,145,1920,Boroondara,Southern Metropolitan,3052
hockingstuart,Ashburton,9 Gona Ct,3,h,1710000,S,11,3147,3,1,2,806,101,1950,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,45 Yuile St,3,h,1655000,S,11,3147,3,1,3,780,152,1940,Boroondara,Southern Metropolitan,3052
Marshall,Ashburton,47 Yuile St,4,h,1550000,VB,11,3147,4,2,2,780,180,1938,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,6a Glen Rd,3,h,1662000,S,11,3147,3,2,2,351,228,2006,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,18 Glen Rd,3,h,1665000,S,11,3147,3,2,3,702,145,1945,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,95 Nicholas St,2,h,1445000,S,11,3147,2,1,2,704,,,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,29A Yuile St,5,h,3510000,S,11,3147,5,5,2,755,444,2015,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,3/75 Victory Bvd,3,t,968000,S,11,3147,3,1,1,227,,,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,2/17 Ashburn Gr,3,t,900000,S,11,3147,3,2,2,153,110,1990,Boroondara,Southern Metropolitan,3052
hockingstuart,Ashburton,4 Baker Pde,3,h,1500000,S,11,3147,3,1,2,545,,,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,15 Comas Gr,5,h,2752000,S,11,3147,6,4,2,1075,390,2010,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,3 Mustang Ct,3,h,1500000,VB,11,3147,3,2,2,710,139,1945,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,63 Dent St,4,h,1800000,S,11,3147,4,2,4,749,206,1950,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,4 Vears Rd,3,h,1830000,S,11,3147,3,2,3,724,168,1940,Boroondara,Southern Metropolitan,3052
Buxton,Ashburton,14 Lucerne St,3,h,1415000,S,11,3147,3,1,1,605,111,1950,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,5 Pitt St,2,h,1440000,PI,11,3147,2,1,1,687,104,1940,Boroondara,Southern Metropolitan,3052
Noel,Ashburton,1/65 Ashburn Gr,4,t,1250000,VB,11,3147,4,2,2,321,199,2007,Boroondara,Southern Metropolitan,3052
Buxton,Ashburton,12 Meaden St,3,h,1422000,S,11,3147,3,1,2,583,,,Boroondara,Southern Metropolitan,3052
Marshall,Ashburton,48 Nicholas St,5,h,1600000,S,11,3147,5,3,4,700,266,1950,Boroondara,Southern Metropolitan,3052
Jellis,Ashburton,5 Taylor St,4,h,1860000,S,11,3147,4,2,3,696,274,2000,Boroondara,Southern Metropolitan,3052
Marshall,Ashburton,1/7 Y St,3,t,1710000,S,11,3147,3,2,2,295,,1990,Boroondara,Southern Metropolitan,3052
hockingstuart,Ashburton,33 Highgate Gr,4,h,1790000,PI,11,3147,4,2,2,514,240,1935,Boroondara,Southern Metropolitan,3052
Tim,Ashburton,9 Pitt St,4,h,1950000,S,11,3147,4,2,2,844,278,1940,Boroondara,Southern Metropolitan,3052
Fletchers,Ashburton,9 Ward St,3,h,1600000,S,11,3147,3,1,2,637,,,Boroondara,Southern Metropolitan,3052
